the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp,objectid
,,2020-03-30 04:00:00+00,454,positive,2024-12-09 16:00:01.938486+00,283775
,,2020-07-29 04:00:00+00,3436,negative,2024-12-09 16:00:01.938486+00,283776
,,2022-09-18 04:00:00+00,129,positive,2024-12-09 16:00:01.938486+00,283777
,,2022-05-26 04:00:00+00,3245,negative,2024-12-09 16:00:01.938486+00,283778
,,2023-09-21 04:00:00+00,144,negative,2024-12-09 16:00:01.938486+00,283779
,,2022-01-15 05:00:00+00,3089,negative,2024-12-09 16:00:01.938486+00,283780
,,2021-08-23 04:00:00+00,7025,negative,2024-12-09 16:00:01.938486+00,283781
,,2022-09-16 04:00:00+00,1660,negative,2024-12-09 16:00:01.938486+00,283782
,,2023-10-21 04:00:00+00,46,positive,2024-12-09 16:00:01.938486+00,283783
,,2020-04-09 04:00:00+00,925,negative,2024-12-09 16:00:01.938486+00,283784
,,2020-08-20 04:00:00+00,124,positive,2024-12-09 16:00:01.938486+00,283785
,,2024-02-11 05:00:00+00,153,negative,2024-12-09 16:00:01.938486+00,283786
,,2021-12-24 05:00:00+00,1604,positive,2024-12-09 16:00:01.938486+00,283787
,,2022-04-26 04:00:00+00,324,positive,2024-12-09 16:00:01.938486+00,283788
,,2021-04-16 04:00:00+00,591,positive,2024-12-09 16:00:01.938486+00,283789
,,2023-05-18 04:00:00+00,156,negative,2024-12-09 16:00:01.938486+00,283790
,,2023-01-19 05:00:00+00,243,positive,2024-12-09 16:00:01.938486+00,283791
,,2020-12-06 05:00:00+00,5212,negative,2024-12-09 16:00:01.938486+00,283792
,,2022-06-04 04:00:00+00,216,positive,2024-12-09 16:00:01.938486+00,283793
,,2022-10-11 04:00:00+00,1840,negative,2024-12-09 16:00:01.938486+00,283794
,,2023-09-12 04:00:00+00,120,positive,2024-12-09 16:00:01.938486+00,283795
,,2024-01-17 05:00:00+00,259,negative,2024-12-09 16:00:01.938486+00,283796
,,2020-07-22 04:00:00+00,155,positive,2024-12-09 16:00:01.938486+00,283797
,,2022-01-22 05:00:00+00,621,positive,2024-12-09 16:00:01.938486+00,283798
,,2021-09-27 04:00:00+00,12106,negative,2024-12-09 16:00:01.938486+00,283799
,,2020-11-11 05:00:00+00,7986,negative,2024-12-09 16:00:01.938486+00,283800
,,2021-03-08 05:00:00+00,355,positive,2024-12-09 16:00:01.938486+00,283801
,,2023-04-21 04:00:00+00,545,negative,2024-12-09 16:00:01.938486+00,283802
,,2022-12-13 05:00:00+00,249,positive,2024-12-09 16:00:01.938486+00,283803
,,2021-11-16 05:00:00+00,11356,negative,2024-12-09 16:00:01.938486+00,283804
,,2021-06-26 04:00:00+00,29,positive,2024-12-09 16:00:01.938486+00,283805
,,2020-09-27 04:00:00+00,2992,negative,2024-12-09 16:00:01.938486+00,283806
,,2022-07-20 04:00:00+00,430,positive,2024-12-09 16:00:01.938486+00,283807
,,2022-03-19 04:00:00+00,1561,negative,2024-12-09 16:00:01.938486+00,283808
,,2023-11-28 05:00:00+00,172,negative,2024-12-09 16:00:01.938486+00,283809
,,2020-06-06 04:00:00+00,59,positive,2024-12-09 16:00:01.938486+00,283810
,,2024-04-09 04:00:00+00,30,positive,2024-12-09 16:00:01.938486+00,283811
,,2023-04-11 04:00:00+00,31,positive,2024-12-09 16:00:01.938486+00,283812
,,2021-02-22 05:00:00+00,6859,negative,2024-12-09 16:00:01.938486+00,283813
,,2020-10-24 04:00:00+00,268,positive,2024-12-09 16:00:01.938486+00,283814
,,2022-11-21 05:00:00+00,1824,negative,2024-12-09 16:00:01.938486+00,283815
,,2022-12-04 05:00:00+00,1205,negative,2024-12-09 16:00:01.938486+00,283816
,,2020-10-17 04:00:00+00,168,positive,2024-12-09 16:00:01.938486+00,283817
,,2021-03-01 05:00:00+00,7711,negative,2024-12-09 16:00:01.938486+00,283818
,,2023-03-29 04:00:00+00,44,positive,2024-12-09 16:00:01.938486+00,283819
,,2024-03-24 04:00:00+00,7,positive,2024-12-09 16:00:01.938486+00,283820
,,2022-04-04 04:00:00+00,4381,negative,2024-12-09 16:00:01.938486+00,283821
,,2021-12-02 05:00:00+00,11753,negative,2024-12-09 16:00:01.938486+00,283822
,,2021-07-12 04:00:00+00,70,positive,2024-12-09 16:00:01.938486+00,283823
,,2022-08-05 04:00:00+00,298,positive,2024-12-09 16:00:01.938486+00,283824
,,2020-05-21 04:00:00+00,301,positive,2024-12-09 16:00:01.938486+00,283825
,,2023-11-12 05:00:00+00,127,negative,2024-12-09 16:00:01.938486+00,283826
,,2020-09-11 04:00:00+00,3623,negative,2024-12-09 16:00:01.938486+00,283827
,,2020-11-26 05:00:00+00,6043,negative,2024-12-09 16:00:01.938486+00,283828
,,2021-03-25 04:00:00+00,662,positive,2024-12-09 16:00:01.938486+00,283829
,,2023-05-08 04:00:00+00,549,negative,2024-12-09 16:00:01.938486+00,283830
,,2022-12-28 05:00:00+00,289,positive,2024-12-09 16:00:01.938486+00,283831
,,2020-08-07 04:00:00+00,108,positive,2024-12-09 16:00:01.938486+00,283832
,,2023-09-28 04:00:00+00,98,positive,2024-12-09 16:00:01.938486+00,283833
,,2024-02-02 05:00:00+00,241,negative,2024-12-09 16:00:01.938486+00,283834
,,2022-09-25 04:00:00+00,1046,negative,2024-12-09 16:00:01.938486+00,283835
,,2021-09-11 04:00:00+00,2696,negative,2024-12-09 16:00:01.938486+00,283836
,,2022-01-06 05:00:00+00,4553,positive,2024-12-09 16:00:01.938486+00,283837
,,2022-05-19 04:00:00+00,547,positive,2024-12-09 16:00:01.938486+00,283838
,,2020-03-21 04:00:00+00,132,negative,2024-12-09 16:00:01.938486+00,283839
,,2023-05-27 04:00:00+00,112,negative,2024-12-09 16:00:01.938486+00,283840
,,2021-04-13 04:00:00+00,750,positive,2024-12-09 16:00:01.938486+00,283841
,,2020-12-09 05:00:00+00,8222,negative,2024-12-09 16:00:01.938486+00,283842
,,2023-01-10 05:00:00+00,285,positive,2024-12-09 16:00:01.938486+00,283843
,,2020-09-05 04:00:00+00,71,positive,2024-12-09 16:00:01.938486+00,283844
,,2024-02-27 05:00:00+00,225,negative,2024-12-09 16:00:01.938486+00,283845
,,2023-11-06 05:00:00+00,127,positive,2024-12-09 16:00:01.938486+00,283846
,,2022-04-10 04:00:00+00,91,positive,2024-12-09 16:00:01.938486+00,283847
,,2021-08-07 04:00:00+00,2193,negative,2024-12-09 16:00:01.938486+00,283848
,,2020-04-25 04:00:00+00,969,negative,2024-12-09 16:00:01.938486+00,283849
,,2022-08-31 04:00:00+00,1603,negative,2024-12-09 16:00:01.938486+00,283850
,,2021-12-08 05:00:00+00,678,positive,2024-12-09 16:00:01.938486+00,283851
,,2022-06-11 04:00:00+00,1444,negative,2024-12-09 16:00:01.938486+00,283852
,,2020-03-14 04:00:00+00,13,positive,2024-12-09 16:00:01.938486+00,283853
,,2022-01-31 05:00:00+00,10207,negative,2024-12-09 16:00:01.938486+00,283854
,,2023-09-05 04:00:00+00,240,negative,2024-12-09 16:00:01.938486+00,283855
,,2022-10-04 04:00:00+00,192,positive,2024-12-09 16:00:01.938486+00,283856
,,2020-07-13 04:00:00+00,2533,negative,2024-12-09 16:00:01.938486+00,283857
,,2024-01-24 05:00:00+00,149,positive,2024-12-09 16:00:01.938486+00,283858
,,2021-09-18 04:00:00+00,189,positive,2024-12-09 16:00:01.938486+00,283859
,,2023-03-07 05:00:00+00,1061,negative,2024-12-09 16:00:01.938486+00,283860
,,2021-01-18 05:00:00+00,482,positive,2024-12-09 16:00:01.938486+00,283861
,,2023-07-06 04:00:00+00,16,positive,2024-12-09 16:00:01.938486+00,283862
,,2021-06-08 04:00:00+00,7148,negative,2024-12-09 16:00:01.938486+00,283863
,,2024-04-06 04:00:00+00,11,positive,2024-12-09 16:00:01.938486+00,283864
,,2020-10-10 04:00:00+00,4678,negative,2024-12-09 16:00:01.938486+00,283865
,,2021-07-09 04:00:00+00,36,positive,2024-12-09 16:00:01.938486+00,283866
,,2022-07-23 04:00:00+00,253,positive,2024-12-09 16:00:01.938486+00,283867
,,2021-11-03 04:00:00+00,8564,negative,2024-12-09 16:00:01.938486+00,283868
,,2022-03-16 04:00:00+00,3784,negative,2024-12-09 16:00:01.938486+00,283869
,,2023-12-01 05:00:00+00,182,negative,2024-12-09 16:00:01.938486+00,283870
,,2020-05-24 04:00:00+00,98,positive,2024-12-09 16:00:01.938486+00,283871
,,2024-04-09 04:00:00+00,140,negative,2024-12-09 16:00:01.938486+00,283872
,,2021-11-16 05:00:00+00,358,positive,2024-12-09 16:00:01.938486+00,283873
,,2023-11-28 05:00:00+00,94,positive,2024-12-09 16:00:01.938486+00,283874
,,2022-07-20 04:00:00+00,1952,negative,2024-12-09 16:00:01.938486+00,283875
,,2021-06-26 04:00:00+00,1704,negative,2024-12-09 16:00:01.938486+00,283876
,,2020-06-06 04:00:00+00,1335,negative,2024-12-09 16:00:01.938486+00,283877
,,2020-09-27 04:00:00+00,79,positive,2024-12-09 16:00:01.938486+00,283878
,,2022-03-19 04:00:00+00,30,positive,2024-12-09 16:00:01.938486+00,283879
,,2022-02-11 05:00:00+00,174,positive,2024-12-09 16:00:01.938486+00,283880
,,2022-06-16 04:00:00+00,300,positive,2024-12-09 16:00:01.938486+00,283881
,,2022-10-31 04:00:00+00,1789,negative,2024-12-09 16:00:01.938486+00,283882
,,2023-08-31 04:00:00+00,86,positive,2024-12-09 16:00:01.938486+00,283883
,,2021-10-09 04:00:00+00,3547,negative,2024-12-09 16:00:01.938486+00,283884
,,2023-12-28 05:00:00+00,305,negative,2024-12-09 16:00:01.938486+00,283885
,,2020-07-02 04:00:00+00,137,positive,2024-12-09 16:00:01.938486+00,283886
,,2021-01-12 05:00:00+00,8809,negative,2024-12-09 16:00:01.938486+00,283887
,,2023-02-09 05:00:00+00,226,positive,2024-12-09 16:00:01.938486+00,283888
,,2023-06-30 04:00:00+00,96,negative,2024-12-09 16:00:01.938486+00,283889
,,2021-05-13 04:00:00+00,244,positive,2024-12-09 16:00:01.938486+00,283890
,,2022-04-23 04:00:00+00,1268,negative,2024-12-09 16:00:01.938486+00,283891
,,2020-04-28 04:00:00+00,524,positive,2024-12-09 16:00:01.938486+00,283892
,,2022-08-18 04:00:00+00,247,positive,2024-12-09 16:00:01.938486+00,283893
,,2021-12-11 05:00:00+00,4249,negative,2024-12-09 16:00:01.938486+00,283894
,,2023-10-24 04:00:00+00,148,negative,2024-12-09 16:00:01.938486+00,283895
,,2024-03-11 04:00:00+00,44,positive,2024-12-09 16:00:01.938486+00,283896
,,2020-09-02 04:00:00+00,4297,negative,2024-12-09 16:00:01.938486+00,283897
,,2021-08-04 04:00:00+00,247,positive,2024-12-09 16:00:01.938486+00,283898
,,2024-02-05 05:00:00+00,221,negative,2024-12-09 16:00:01.938486+00,283899
,,2021-08-29 04:00:00+00,3456,negative,2024-12-09 16:00:01.938486+00,283900
,,2022-05-22 04:00:00+00,250,positive,2024-12-09 16:00:01.938486+00,283901
,,2023-09-25 04:00:00+00,135,positive,2024-12-09 16:00:01.938486+00,283902
,,2020-07-25 04:00:00+00,82,positive,2024-12-09 16:00:01.938486+00,283903
,,2022-09-22 04:00:00+00,1940,negative,2024-12-09 16:00:01.938486+00,283904
,,2022-01-19 05:00:00+00,1551,positive,2024-12-09 16:00:01.938486+00,283905
,,2020-04-03 04:00:00+00,1053,negative,2024-12-09 16:00:01.938486+00,283906
,,2021-05-06 04:00:00+00,11361,negative,2024-12-09 16:00:01.938486+00,283907
,,2020-12-18 05:00:00+00,813,positive,2024-12-09 16:00:01.938486+00,283908
,,2023-01-31 05:00:00+00,1198,negative,2024-12-09 16:00:01.938486+00,283909
,,2023-06-07 04:00:00+00,28,positive,2024-12-09 16:00:01.938486+00,283910
,,2021-05-24 04:00:00+00,128,positive,2024-12-09 16:00:01.938486+00,283911
,,2021-01-01 05:00:00+00,4875,negative,2024-12-09 16:00:01.938486+00,283912
,,2023-06-21 04:00:00+00,96,negative,2024-12-09 16:00:01.938486+00,283913
,,2023-02-18 05:00:00+00,101,positive,2024-12-09 16:00:01.938486+00,283914
,,2023-02-27 05:00:00+00,1154,negative,2024-12-09 16:00:01.938486+00,283915
,,2021-05-31 04:00:00+00,1615,negative,2024-12-09 16:00:01.938486+00,283916
,,2023-07-14 04:00:00+00,35,positive,2024-12-09 16:00:01.938486+00,283917
,,2021-01-26 05:00:00+00,473,positive,2024-12-09 16:00:01.938486+00,283918
,,2022-06-13 04:00:00+00,310,positive,2024-12-09 16:00:01.938486+00,283919
,,2021-10-10 04:00:00+00,2349,negative,2024-12-09 16:00:01.938486+00,283920
,,2022-02-10 05:00:00+00,203,positive,2024-12-09 16:00:01.938486+00,283921
,,2023-12-25 05:00:00+00,196,negative,2024-12-09 16:00:01.938486+00,283922
,,2023-09-03 04:00:00+00,50,positive,2024-12-09 16:00:01.938486+00,283923
,,2020-07-03 04:00:00+00,96,positive,2024-12-09 16:00:01.938486+00,283924
,,2022-11-03 04:00:00+00,1904,negative,2024-12-09 16:00:01.938486+00,283925
,,2023-07-20 04:00:00+00,25,positive,2024-12-09 16:00:01.938486+00,283926
,,2024-04-17 04:00:00+00,187,negative,2024-12-09 16:00:01.938486+00,283927
,,2023-03-25 04:00:00+00,568,negative,2024-12-09 16:00:01.938486+00,283928
,,2021-02-09 05:00:00+00,373,positive,2024-12-09 16:00:01.938486+00,283929
,,2021-06-18 04:00:00+00,3217,negative,2024-12-09 16:00:01.938486+00,283930
,,2020-10-28 04:00:00+00,6076,negative,2024-12-09 16:00:01.938486+00,283931
,,2023-04-07 04:00:00+00,566,negative,2024-12-09 16:00:01.938486+00,283932
,,2021-02-18 05:00:00+00,141,positive,2024-12-09 16:00:01.938486+00,283933
,,2022-11-25 05:00:00+00,188,positive,2024-12-09 16:00:01.938486+00,283934
,,2021-01-19 05:00:00+00,622,positive,2024-12-09 16:00:01.938486+00,283935
,,2021-06-07 04:00:00+00,6416,negative,2024-12-09 16:00:01.938486+00,283936
,,2023-03-04 05:00:00+00,748,negative,2024-12-09 16:00:01.938486+00,283937
,,2023-07-09 04:00:00+00,26,positive,2024-12-09 16:00:01.938486+00,283938
,,2020-03-18 04:00:00+00,72,positive,2024-12-09 16:00:01.938486+00,283939
,,2022-06-07 04:00:00+00,2625,negative,2024-12-09 16:00:01.938486+00,283940
,,2020-07-09 04:00:00+00,2912,negative,2024-12-09 16:00:01.938486+00,283941
,,2022-02-04 05:00:00+00,7140,negative,2024-12-09 16:00:01.938486+00,283942
,,2022-10-08 04:00:00+00,131,positive,2024-12-09 16:00:01.938486+00,283943
,,2024-01-20 05:00:00+00,92,positive,2024-12-09 16:00:01.938486+00,283944
,,2021-09-14 04:00:00+00,400,positive,2024-12-09 16:00:01.938486+00,283945
,,2023-09-09 04:00:00+00,124,negative,2024-12-09 16:00:01.938486+00,283946
,,2022-04-29 04:00:00+00,3221,negative,2024-12-09 16:00:01.938486+00,283947
,,2020-04-10 04:00:00+00,511,positive,2024-12-09 16:00:01.938486+00,283948
,,2021-08-22 04:00:00+00,209,positive,2024-12-09 16:00:01.938486+00,283949
,,2022-09-13 04:00:00+00,294,positive,2024-12-09 16:00:01.938486+00,283950
,,2021-12-25 05:00:00+00,2056,negative,2024-12-09 16:00:01.938486+00,283951
,,2020-08-19 04:00:00+00,4194,negative,2024-12-09 16:00:01.938486+00,283952
,,2024-02-14 05:00:00+00,125,positive,2024-12-09 16:00:01.938486+00,283953
,,2023-10-18 04:00:00+00,163,negative,2024-12-09 16:00:01.938486+00,283954
,,2021-04-12 04:00:00+00,840,positive,2024-12-09 16:00:01.938486+00,283955
,,2020-12-10 05:00:00+00,8325,negative,2024-12-09 16:00:01.938486+00,283956
,,2023-05-30 04:00:00+00,145,negative,2024-12-09 16:00:01.938486+00,283957
,,2023-01-07 05:00:00+00,190,positive,2024-12-09 16:00:01.938486+00,283958
,,2020-03-25 04:00:00+00,706,negative,2024-12-09 16:00:01.938486+00,283959
,,2020-08-03 04:00:00+00,143,positive,2024-12-09 16:00:01.938486+00,283960
,,2022-01-10 05:00:00+00,3573,positive,2024-12-09 16:00:01.938486+00,283961
,,2022-05-15 04:00:00+00,273,positive,2024-12-09 16:00:01.938486+00,283962
,,2022-09-29 04:00:00+00,1932,negative,2024-12-09 16:00:01.938486+00,283963
,,2023-10-02 04:00:00+00,106,positive,2024-12-09 16:00:01.938486+00,283964
,,2024-01-29 05:00:00+00,209,negative,2024-12-09 16:00:01.938486+00,283965
,,2021-09-07 04:00:00+00,7548,negative,2024-12-09 16:00:01.938486+00,283966
,,2023-02-15 05:00:00+00,203,positive,2024-12-09 16:00:01.938486+00,283967
,,2023-06-24 04:00:00+00,104,negative,2024-12-09 16:00:01.938486+00,283968
,,2021-01-14 05:00:00+00,10813,negative,2024-12-09 16:00:01.938486+00,283969
,,2021-05-11 04:00:00+00,259,positive,2024-12-09 16:00:01.938486+00,283970
,,2024-03-23 04:00:00+00,17,positive,2024-12-09 16:00:01.938486+00,283971
,,2023-11-13 05:00:00+00,160,negative,2024-12-09 16:00:01.938486+00,283972
,,2022-08-06 04:00:00+00,238,positive,2024-12-09 16:00:01.938486+00,283973
,,2020-05-18 04:00:00+00,275,positive,2024-12-09 16:00:01.938486+00,283974
,,2021-11-29 05:00:00+00,11893,negative,2024-12-09 16:00:01.938486+00,283975
,,2020-09-14 04:00:00+00,3648,negative,2024-12-09 16:00:01.938486+00,283976
,,2021-07-15 04:00:00+00,76,positive,2024-12-09 16:00:01.938486+00,283977
,,2022-04-03 04:00:00+00,1342,negative,2024-12-09 16:00:01.938486+00,283978
,,2020-10-13 04:00:00+00,224,positive,2024-12-09 16:00:01.938486+00,283979
,,2022-11-30 05:00:00+00,1968,negative,2024-12-09 16:00:01.938486+00,283980
,,2023-04-02 04:00:00+00,30,positive,2024-12-09 16:00:01.938486+00,283981
,,2021-03-05 05:00:00+00,8238,negative,2024-12-09 16:00:01.938486+00,283982
,,2022-03-04 05:00:00+00,5570,negative,2024-12-09 16:00:01.938486+00,283983
,,2023-08-04 04:00:00+00,100,negative,2024-12-09 16:00:01.938486+00,283984
,,2022-11-05 04:00:00+00,135,positive,2024-12-09 16:00:01.938486+00,283985
,,2020-06-11 04:00:00+00,1864,negative,2024-12-09 16:00:01.938486+00,283986
,,2021-10-20 04:00:00+00,239,positive,2024-12-09 16:00:01.938486+00,283987
,,2022-07-13 04:00:00+00,2155,negative,2024-12-09 16:00:01.938486+00,283988
,,2023-12-23 05:00:00+00,100,positive,2024-12-09 16:00:01.938486+00,283989
,,2022-03-23 04:00:00+00,3780,negative,2024-12-09 16:00:01.938486+00,283990
,,2021-11-12 05:00:00+00,9489,negative,2024-12-09 16:00:01.938486+00,283991
,,2023-11-24 05:00:00+00,134,negative,2024-12-09 16:00:01.938486+00,283992
,,2024-04-13 04:00:00+00,11,positive,2024-12-09 16:00:01.938486+00,283993
,,2020-10-01 04:00:00+00,4337,negative,2024-12-09 16:00:01.938486+00,283994
,,2022-07-16 04:00:00+00,248,positive,2024-12-09 16:00:01.938486+00,283995
,,2020-06-02 04:00:00+00,112,positive,2024-12-09 16:00:01.938486+00,283996
,,2021-06-30 04:00:00+00,25,positive,2024-12-09 16:00:01.938486+00,283997
,,2020-11-07 05:00:00+00,6466,negative,2024-12-09 16:00:01.938486+00,283998
,,2021-03-12 05:00:00+00,333,positive,2024-12-09 16:00:01.938486+00,283999
,,2023-04-25 04:00:00+00,612,negative,2024-12-09 16:00:01.938486+00,284000
,,2022-12-09 05:00:00+00,214,positive,2024-12-09 16:00:01.938486+00,284001
,,2021-08-09 04:00:00+00,4202,negative,2024-12-09 16:00:01.938486+00,284002
,,2024-03-04 05:00:00+00,205,negative,2024-12-09 16:00:01.938486+00,284003
,,2023-10-31 04:00:00+00,45,positive,2024-12-09 16:00:01.938486+00,284004
,,2020-09-07 04:00:00+00,29,positive,2024-12-09 16:00:01.938486+00,284005
,,2020-04-23 04:00:00+00,1338,negative,2024-12-09 16:00:01.938486+00,284006
,,2022-08-25 04:00:00+00,1823,negative,2024-12-09 16:00:01.938486+00,284007
,,2021-12-06 05:00:00+00,662,positive,2024-12-09 16:00:01.938486+00,284008
,,2022-04-16 04:00:00+00,112,positive,2024-12-09 16:00:01.938486+00,284009
,,2021-04-20 04:00:00+00,520,positive,2024-12-09 16:00:01.938486+00,284010
,,2020-12-02 05:00:00+00,8095,negative,2024-12-09 16:00:01.938486+00,284011
,,2023-05-22 04:00:00+00,136,negative,2024-12-09 16:00:01.938486+00,284012
,,2023-01-15 05:00:00+00,157,positive,2024-12-09 16:00:01.938486+00,284013
,,2022-04-29 04:00:00+00,292,positive,2024-12-09 16:00:01.938486+00,284014
,,2021-12-25 05:00:00+00,814,positive,2024-12-09 16:00:01.938486+00,284015
,,2023-10-18 04:00:00+00,75,positive,2024-12-09 16:00:01.938486+00,284016
,,2022-09-13 04:00:00+00,1998,negative,2024-12-09 16:00:01.938486+00,284017
,,2020-08-19 04:00:00+00,111,positive,2024-12-09 16:00:01.938486+00,284018
,,2021-08-22 04:00:00+00,3007,negative,2024-12-09 16:00:01.938486+00,284019
,,2020-04-10 04:00:00+00,996,negative,2024-12-09 16:00:01.938486+00,284020
,,2024-02-14 05:00:00+00,195,negative,2024-12-09 16:00:01.938486+00,284021
,,2023-01-05 05:00:00+00,1366,negative,2024-12-09 16:00:01.938486+00,284022
,,2020-11-18 05:00:00+00,1187,positive,2024-12-09 16:00:01.938486+00,284023
,,2021-04-02 04:00:00+00,6730,negative,2024-12-09 16:00:01.938486+00,284024
,,2023-04-30 04:00:00+00,14,positive,2024-12-09 16:00:01.938486+00,284025
,,2023-02-22 05:00:00+00,1197,negative,2024-12-09 16:00:01.938486+00,284026
,,2021-05-20 04:00:00+00,9186,negative,2024-12-09 16:00:01.938486+00,284027
,,2023-06-17 04:00:00+00,8,positive,2024-12-09 16:00:01.938486+00,284028
,,2021-01-05 05:00:00+00,823,positive,2024-12-09 16:00:01.938486+00,284029
,,2021-07-26 04:00:00+00,169,positive,2024-12-09 16:00:01.938486+00,284030
,,2020-05-07 04:00:00+00,375,positive,2024-12-09 16:00:01.938486+00,284031
,,2021-11-18 05:00:00+00,10778,negative,2024-12-09 16:00:01.938486+00,284032
,,2022-03-29 04:00:00+00,4082,negative,2024-12-09 16:00:01.938486+00,284033
,,2023-11-18 05:00:00+00,128,negative,2024-12-09 16:00:01.938486+00,284034
,,2020-09-25 04:00:00+00,4728,negative,2024-12-09 16:00:01.938486+00,284035
,,2024-03-18 04:00:00+00,31,positive,2024-12-09 16:00:01.938486+00,284036
,,2022-08-11 04:00:00+00,320,positive,2024-12-09 16:00:01.938486+00,284037
,,2023-04-05 04:00:00+00,43,positive,2024-12-09 16:00:01.938486+00,284038
,,2021-02-20 05:00:00+00,4733,negative,2024-12-09 16:00:01.938486+00,284039
,,2022-11-27 05:00:00+00,1305,negative,2024-12-09 16:00:01.938486+00,284040
,,2020-10-26 04:00:00+00,457,positive,2024-12-09 16:00:01.938486+00,284041
,,2020-06-20 04:00:00+00,86,positive,2024-12-09 16:00:01.938486+00,284042
,,2023-08-11 04:00:00+00,80,positive,2024-12-09 16:00:01.938486+00,284043
